Korean,English
기내에서도 면세를 이용할 수 있다고 들었는데 여기 있는 책자를 보면 되나요?,I heard that we can use duty-free on the plane so do I just need to look at this brochure here?
적혀있는 상품 중에 사고 싶은 물건이 있으면 승무원에게 물어보시면 됩니다.,"If you have anything on the list that you want to buy, you can just ask the flight attendant."
물품은 비행기에서 준비해서 주는 건가요?,Are the items prepared and given on the plane?
"재고가 있다면 바로 드리고, 없으면 귀국할 때 챙겨드립니다.","We give it to you right away if we have it in stock and, if we don't, then we will get it for you when you return home."
화장실을 이용하고 싶은데 언제 안전벨트 풀 수 있을까요?,I'd like to use the restroom so when can I get my seat belt off?
지금 기류가 심해서 움직이면 안 됩니다.,You can't move because of the turbulence.
벌써 10분째 기다리고 있어요.,I've been waiting for 10 minutes already.
그러면 제가 따라붙을 테니 저에게서 떨어지시면 안 됩니다.,"Then, I will follow you so don't get away from me."
곧 착륙하기 때문에 좌석 앞 식탁은 접어주세요.,We are landing soon so please fold the table in front of your seat.
입국 신고서 작성을 끝내지 못했어요.,I haven't finished filling out the immigration form.
기내에 많이 흔들리기 때문에 위험이 있어서 안 됩니다.,It could be dangerous because the plane is shaking a lot.
착륙 후에 작성하지 못한 부분을 채워야겠네요.,Then I will have to fill out the missing parts after landing.
선반 안에 있는 가방에 아기 분유가 있는데 꺼낼 수 있을까요?,There's a baby powder in the bag on the shelf so may I get it out?
지금은 기내가 많이 흔들리고 있기 때문에 제자리에 계셔야 합니다.,I'm sorry but you have to stay in your place right now because of severe turbulence.
아기가 배가 고파서 많이 울어요.,The baby cries a lot because he is hungry.
조금만 있으면 움직일 수 있으니 기다려주세요.,You can move in a little while so please kindly wait.
방금 입국 신고서를 받았는데 1인당 1개씩인가요?,I just got an entry form and is it one per person?
한 가정에 1개 작성하면 됩니다.,You can write one in a household.
저희 식구 4명이 다 받았는데 3장만 돌려드리면 되나요?,"We got all 4 of my family members, then can I give you 3 back?"
"네, 안에 주소지랑 체류 기간 다 적어주세요.","Yes, please write down your address and length of the stay inside."
볼펜을 가지고 있지 않은데 혹시 여분이 있으면 빌려줄 수 있나요?,I don't have a pen so may I borrow one if you have any?
저도 지금 입국신고서를 작성하고 있어서 끝나고 빌려드릴게요.,I'm also filling out my immigration form so I will lend it to you after I'm done.
"감사합니다, 작성할 때는 영어로만 작성해야 하나요?","Thank you, do I have to write in English only?"
"아니요, 입국하는 나라의 언어도 사용 가능 합니다.","No, the language of the country of entry is also available."
장시간 동안 기내에서 신발을 신고 있으니 불편하네요.,It's uncomfortable to wear shoes on the plane for a long time.
기내에서 사용 가능한 일회용 슬리퍼가 있는데 드릴까요?,Would you like some disposable slippers available on the plane?
"너무 좋죠, 진작 물어볼 걸 그랬어요.","It's so nice, I should have asked earlier."
다른 필요한 물품이나 궁금한 점 있으면 승무원을 불러주세요.,"If you have any other items or questions, please call the flight attendant."
화장실을 이용하고 싶은데 어디로 가면 되나요?,I want to use a restroom so where should I go?
복도를 따라 끝까지 가면 오른쪽에 있습니다.,Walk towards the end of this hallway and it will be on the right.
혹시 공용으로 사용하는 화장실인가요?,Is it a public restroom by any change?
"네, 지금 화장실이 비어있으니 이용하면 됩니다.","Yeah, it's empty so you may use it right now."
예기치 못한 기류 때문에 기내가 많이 흔들리고 있으니 자리에서 일어나면 안 됩니다.,Please do not get up from your seat as the aircraft is shaking a lot due to unexpected turbulence.
비행기를 여러 번 탑승했지만 이렇게 많이 흔들리는 건 처음이에요.,I've been on multiple flights but this is the first time the plane is shaking this much.
모든 소지품은 가방에 넣고 제 지시사항에 따라주세요.,Please place all your personal belongings inside your bags and follow my instructions.
심각한 상황인 것 같으니 얼른 노트북을 가방에 넣어야겠군요.,It looks like a serious situation so I'd better put my laptop in my bag right away.
항공표를 발급받으려고 하는데 1층에는 안보이네요.,I'm trying to get a flight ticket issued but I don't see it on the 1st floor.
항공사별로 표를 발급하는 건 2층과 3층에서 이루어집니다.,The issuance of tickets by different airlines is conducted on the 2nd and 3rd floors.
국외로 가는 건 몇 층인가요?,Which floor is for international flights?
3층에서 발급한 후에 입국 심사를 받으러 가면 됩니다.,You can get your ticket on the 3rd floor and then go for arrival immigration.
화장실이 어디 있는지 안보이네요.,I can't find a restroom.
왼쪽 복도 끝으로 가면 있습니다.,It's at the end of the hallway on the left.
방금 그 장소까지 갔었는데 화장실 청소 중이라고 이용 불가능하다고 하더라고요.,I've just been there but it says it's not available because they're cleaning the restroom right now.
그러면 제가 다른 곳으로 안내해드릴 테니 따라오세요.,"Then, I'll guide you to another one so just follow me."
비행기 탑승까지 2시간 정도 여유가 있는데 밥 먹을 장소는 따로 없나요?,I have about 2 hours to spend until boarding my plane so is there a place where I can eat something?
4층으로 올라가면 식사하는 장소가 있습니다.,There's a place where you have some food on the 4th floor.
출국 심사 후에 안에 들어가서 먹을 장소는 없나요?,Isn't there any inside after I get my departure immigration?
안타깝지만 안에는 편의점 외에는 없습니다.,"Unfortunately, there is none except for convenience stores."
베이징으로 향하는 비행기에 탑승하실 고객은 55번으로 오면 된다는 안내를 들었어.,I heard the announcement that passengers getting on the plane heading to Beijing should go to Gate 55.
56번 입구는 찾았는데 55번 입구를 못 찾겠어.,I've found Gate 56 but I can't find 55.
안내원한테 물어보는 게 더 빠를 것 같아.,I think it'd be faster to ask an attendant.
내가 가서 물어보고 올 테니 기다려봐.,I'm going to go ask so wait here for a little bit.
수유실을 찾고 있는데 공항 내에는 따로 없나요?,I'm looking for a nursing room but is it not here in the airport?
저도 여기 직원이 아니라서 잘 모르겠어요.,I'm not an employee here so I don't really know.
저는 직원이라고 생각하고 물었는데 죄송해요.,I'm sorry to ask you thinking that you're an employee.
"아니에요, 저기 안내센터에 가서 물어보시면 될 것 같아요.","No, it's fine, I think you can go and ask at the info center over there."
목적지로 가려면 다음 비행기를 타야 하는데 어디로 가야 하나요?,I need to get on the next plane to go to my destination but where should I go?
갈아타는 곳을 통과하면 다음 비행기 시간까지 탑승하는 입구에서 기다리면 됩니다.,Pass through the transfer area and just wait in front of the boarding gate until the next flight time.
제 눈에는 갈아타는 곳이 보이지 않아요.,I don't see any transfer area.
제가 안내해드릴 테니 따라오시면 됩니다.,I'll guide you so you can just follow me.
장애인 화장실은 어디에 있나요?,Where's the restroom for the handicapped?
2층으로 올라가면 표지판에 쓰여 있어서 금방 찾을 수 있을 거예요.,You'll be able to find it easily on the 2nd floor because there's a sign.
에스컬레이터로 올라가기 힘든데 엘리베이터가 있을까요?,It's difficult to go up on an escalator so would there be an elevator?
왼쪽으로 가면 엘리베이터가 있습니다.,There is an elevator when you go left.
1층에서는 입국하는 사람들이 나오던데 출국하는 사람은 어디서 탑승하나요?,There were people arriving on the 1st floor so where do people departing board their planes?
2층으로 올라가면 되는데 혹시 외국으로 출국하는 건가요?,You should go up to the 2nd floor but are you going overseas?
저는 제주도로 가는 비행기에 탑승하려고 합니다.,I'm going to board on the plane heading to Jeju Island.
그렇다면 2층에서 오른쪽 입구로 들어가면 됩니다.,"Then, go through the entrance on the right side on the 2nd floor."
방금 항공권을 발급받으려고 하는데 주민등록등본이 필요하다고 하더라고요.,I was just trying to get a flight ticket issued but it says I need a copy of my resident registration.
18세 미만은 국내 비행기 탑승 시 주민등록등본으로 신분을 증명해야 합니다.,Those under the age of 18 years old who board on a domestic flight must verify their identity with a copy of their resident registrations.
지금 급하게 발급받을 수 있는 곳이 있나요?,Is there anywhere I can get one issued quickly?
왼쪽에 있는 기계를 사용하면 발급받을 수 있습니다.,You can get one issued by using the machine on the left side.
비행기를 타면 멀미할 거 같은데 공항에 따로 약국이 있나요?,I feel like I'm going to have airsickness once I get on the plane so is there a pharmacy at the airport?
2층 끝에 보면 약국이 있어요.,There's a pharmacy at the end on the 2nd floor.
"감사합니다, 공병도 혹시 약국 내에서 판매하나요?","Thank you, and do the pharmacy sell empty bottles by any chance?"
100mL 정도의 공병은 약국에서 판매하고 있습니다.,They sell empty bottles of about 100mL.
여기서 공항에서 벗어나는 버스에 탑승할 수 있다고 들었습니다.,I heard that you can get on a bus here that takes you out of the airport.
3번 출구 앞으로 나가면 버스 정류장이 있어요.,There's a bus stop in front of Gate 3.
아무 버스나 탑승하면 되나요?,Can I get on any of the buses there?
거기에서 따로 버스 안내가 있을 거예요.,I think you will find a bus guide there.
여기에서 통신사 카드를 사서 이용할 수 있다고 들었어요.,I heard that you can buy a telecommunications card here.
사는 장소는 여기가 아니라 편의점에서 살 수 있어요.,"They sell it at convenience stores, not here."
바로 앞에 보이는 편의점에서 사면 되나요?,Can I just go to the convenience store that I see in front over there?
"네, 만약 와이파이 이용하려고 하시면 오른쪽에 있는 가게에서 문의하면 됩니다.","Yes and if you want to use Wi-Fi, you may go ask at the store on the right."
지하철을 타면 시내까지 갈 수 있다고 들었습니다.,I heard that you can get to downtown by taking this subway.
"지하 1층으로 내려가서 지하철을 타고 마지막 역에서 내린 후, 기차에 탑승해야 합니다.","You need to go down to the B1 floor, take the subway, get off at the last station and get on a train."
기차를 타야 시내로 갈 수 있나요?,Do I need to take the train to go to downtown?
"그렇습니다, 지하철은 무료이나 기차는 돈을 내야 합니다.","That's right, subway is free but you must pay for the train."
여행자 지도를 찾고 있는데 혹시 여기서 받을 수 있나요?,I'm looking for a traveler's map and can I get one here?
언어별로 있는데 어떤 거로 드릴까요?,It's in different languages so which one should I give to you?
영어로 된 지도가 있으면 좋을 것 같아요.,I think it'd be great if there's one in English.
"여기 있습니다, 다른 건 필요한 거 없나요?","Here you go, and do you need anything else?"
버스 1일 이용권을 구입하고 싶습니다.,I'd like to purchase a one-day bus pass.
"시내에서만 이용하면 8,000원이고, 벗어난 지역까지 이용하면 1만 원입니다.","It's 8,000won if you use it only in the city and 10,000won if you use it in surrounding areas as well."
시내에서만 이용할 건데 무제한으로 이용 가능한 거 맞나요?,I'm going to use it only in the city but is it correct that the pass is for unlimited usage?
"네, 하루 동안만 무제한으로 이용할 수 있습니다.","Yeah, you may use it for an unlimited number of times for a single day."
휴대전화로 길을 찾던 도중 전원이 꺼졌는데 혹시 충전할 장소를 알 수 있을까요?,"The power on my cell phone turned off while I was looking for directions, so is there anywhere I can charge it?"
바로 옆에서 무료로 충전 가능합니다.,You may charge it for free right next door.
"다행이네요, 혹시 충전하는 동안 길을 좀 물어봐도 될까요?","Thank goodness, and is it okay if I ask you for directions while I charge it?"
"물론입니다, 어디로 가시는데요?","Of course, where are you going?"
시외버스터미널을 이용하고 싶은데 건물 밖에 표시는 되어있던데 위치를 못 찾겠어요.,"I'd like to use the intercity bus terminal, and it's marked outside the building but I can't find the location."
시외버스 터미널은 나가서 오른쪽으로 가면 3층으로 올라가는 에스컬레이터를 타야 합니다.,"If you want to get to the intercity bus terminal, please go out and make right, then you'll need to take an escalator that goes to the third floor."
3층에 있어서 못 찾고 있었나 보네요.,I guess I couldn't find it because it's on the 3rd floor.
거기에서 표를 구매하고 탑승하면 됩니다.,You can buy tickets there and board.
시내 관광버스를 이용하고 싶은데 어디서 구매해서 탈 수 있나요?,"I'd like to take a sightseeing bus downtown, where can I buy it?"
"여기에서도 구매 가능하고, 시내 관광버스 정류장에서 내리고 탑승할 수 있어요.","It's also available here, and you can get off at the city tour bus stop and board."
버스 내에 유명 장소를 안내하는 사람이 있나요?,Is there anyone on the bus who guides you to famous places?
지나가는 장소마다 설명을 해줄 거에요.,"Yes, he will explain to you wherever you go."
100엔짜리 버스가 있다고 들었습니다.,I heard that there is a 100-yen bus.
많은 관광객이 버스비가 비싸다고 해서 시내 부근에서 탑승하는 버스는 모두 100엔을 받고 있어요.,Many tourists say the bus fare is expensive so all buses in the city are paid 100yen.
여기서 탑승을 한 후 #톈진#역으로 가려고 하는데 그것도 100엔인가요?,"After boarding here, I want to go to #Tianjin# Station but is that also 100yen?"
"네, 버스에서 내릴 때 이용료를 내면 됩니다.","Yes, you can pay the fare when you get off the bus."
제일 빨리 #광화문#으로 가는 방법이 뭔가요?,What's the quickest way to get to #Gwanghwamun Gate#?
여기에서는 1호선 지하철에 탑승하면 제일 빨리 갈 수 있어요.,"From here, you can get there the fastest if you take the subway on line 1."
지하철역이 안 보이던데 어디에 있나요?,I can't see the subway station so where is it?
안내소에서 나가서 앞으로 건물 2개를 지나면 지하철역이 보일 거예요.,You'll see the subway station after you leave the information booth and pass 2 buildings.
바로 앞에 있는 공원에 가려고 하는데 유모차를 빌릴 수 있는 곳이 있나요?,I would like to go to the park right in front but is there a place where I can rent a stroller?
지금 한 대 남아있는데 성함이랑 연락처를 적어주세요.,There's one left right now so please write down your name and contact number.
시간제한이 따로 있나요?,Do you have a time limit?
"최대 5시간 이용 가능하고, 신분증을 맡겨놓고 가야 합니다.","Available for up to 5 hours, and you have to leave your ID card."
짐을 맡길 사물함을 찾고 있습니다.,I'm looking for a locker for my baggage.
지하로 내려가면 크기 별로 다양하게 있습니다.,"When you go downstairs, you will see a variety of it in different sizes."
이용료는 따로 내야 합니까?,Do I have to pay for it separately?
"네, 크기 별로 이용금액도 다르니 동전을 바꿔 가는 게 좋을 거예요.","Yes, the amount of money used varies by size so you'd better change the coins."
#서귀포#로 가는 버스를 찾고 있는데 어디서 탑승할 수 있나요?,I'm looking for a bus heading to #Seogwipo# and where can I take it?
5번 출구로 나가면 버스가 여러 종류가 있을 거예요.,"If you go out to exit 5, there will be many different buses."
그 중에서 제일 빨리 출발하는 거 아무거나 타면 되나요?,Can I take any of the fastest departures among them?
거기서 버스 기사에게 물어보는 게 좋을 거예요.,You'd better ask the bus driver there.
마을을 둘러보려고 하는데 케이블카를 운행하나요?,"I would like to look around town, Do they drive a cable car?"
"네, 날씨가 좋아서 경치도 예쁠 거예요.","Yes, the view will be pretty because the weather is nice."
근처에 호수가 있는데 구경할 게 많이 있어요.,There's a lake nearby and there's a lot to see.
마침 주변에 관광할 곳을 물어보려고 했었는데 감사해요.,"Thank you, because I was going to ask you about any tourist attraction nearby."
숙소를 예약하지 않고 여행을 왔는데 근처에 괜찮은 숙소가 있을까요?,I came on a trip without a reservation but would there be a good accommodation nearby?
가격은 어느 정도로 예상하나요?,How much do you expect for the price?
2명 숙박할 거라 하루 10만 원 정도 생각하고 있어요.,"I'm thinking about 100,000won a day for 2 people to stay."
근방에 숙소를 지도에 표시해드릴 테니 이 중에서 한 번 가보세요.,I'll show you the accommodation on the map near here so you can try one of these.
루브르 박물관을 가려고 하는데 어디로 가면 될까요?,Where should I go to go to the Louvre museum? 
여기서는 교통수단을 타고 가야 합니다.,You have to take public transportation from here.
지도에서는 여기라고 되어있는데 이 길로 버스 타고 가면 되나요?,The map says here so can I just take the bus this way?
"맞습니다, 가까이에 가면 관광객이 많아서 바로 한눈에 알아볼 거에요.","That's right, and, if you get closer, you'll recognize it at once because there are many tourists."
이 길을 따라서 가면 해변이 있다고 들었는데 어디까지 가야 하나요?,I heard there is a beach along this road but how far do I have to go?
해변은 없고 온천은 있어요.,There is no beach but a hot spring.
제가 하고 싶었던 말이 온천이에요.,What I wanted to say was a hot spring.
여기서 500m만 더 가면 있어요.,It's only 500 meters from here.
아이들이 놀다가 넘어져서 다쳤는데 의무실은 어디에 있나요?,Children had a bad fall and got hurt so where is a medical office?
여자 탈의실 옆에 의무실이 있어요.,There's a medical office next to the women's changing room.
따로 처치를 받을 수 있나요?,Can they get a treatment?
"네, 만약 심각한 거라면 따로 병원에 가야 합니다.","Yes, but, if it's serious, you should go to a hospital."
옛날 모습 그대로 보존한 기차 승차장이 있다고 들었습니다.,I heard that there is a train station that is preserved as it was in the old days.
오른쪽으로 돌아서 가면 입구가 있어요.,Turn right and you'll find the entrance.
그곳에서도 실제로 기차에 탑승할 수 있나요?,Can I actually board the train there?
거기에는 관람용으로만 기차가 있고 실제로 타려는 기차는 왼쪽으로 돌아가야 합니다.,"There's a train only for viewing, and you have to turn left if you are looking for the train you're actually going to take."
#도쿄# 타워를 찾고 있는데 눈앞에 보이는 게 맞나요?,I'm looking for #Tokyo# Tower and is it what we see in front of me over there?
"저건 일반 빌딩이고, 타워는 다른 곳으로 가야 합니다.","That's just a regular building, and you need to go somewhere else for the tower."
여기서 많이 떨어져 있습니까?,Is it far from here?
가장 빠른 방법은 버스를 타고 30분 정도 가야 합니다.,The fastest way is to take a bus for about 30 minutes.
특별한 전시회가 #벡스코#에서 열린다고 들었는데 위치가 어디인가요?,I heard that a special exhibition will be held at #BEXCO# but where is it?
#부산# #해운대#에 가면 금방 찾을 수 있어요.,"If you go to #Haeundae# in #Busan, you will find it easily."
여기서 많이 멀리 있나요?,Is it far from here?
자가용으로 30분정도 이동해야 합니다.,You should go for about 30 minutes by car.
신발을 사고 싶은데 도저히 나이키 매장을 찾을 수가 없네요.,I want to buy shoes but I can't find a Nike store.
해당 매장은 지금 7층으로 옮겨갔어요.,That store has moved to the 7th floor.
7층에 올라가면 바로 보이나요?,Can I see it right up there on the 7th floor?
매장은 엘리베이터 있는 근처에 있어요.,The store is near the elevator.
유람선을 타고 싶은데 어디서 탈 수 있나요?,"I'd like to take a cruise, where should I go to take it?"
건물 밖으로 나가면 매표소가 보일 거예요.,"If you go out of the building, you'll see the ticket office."
아기들도 탈 수 있을까요?,"Can babies ride, too?"
"보호자들과 함께 있어야 하고, 승선신고서도 작성해야 합니다.","You need to be with them, and also need to fill out a boarding pass."
분명 야외 수영장이 있다고 들었는데 입구를 못 찾겠어요.,I heard there's an outdoor swimming pool but I can't find the entrance.
실내수영장을 통과해야 야외수영장으로 갈 수 있어요.,You have to pass the indoor swimming pool to get to the outdoor swimming pool.
안내에는 같은 층에 있다고 설명이 되어있던데 안 보이더라고요.,The guide explained that it is on the same floor but I couldn't see it.
그래서 야외수영장을 가끔 못 찾는 사람들이 있어요.,So there are people who can't find an outdoor swimming pool sometimes.
노트르담 성당을 찾고 있는데 주변에 성당이 많아서 못 찾겠어요.,I'm looking for Notre Dame Cathedral but I can't find it because there are many churches around.
그럼 제가 지도를 가지고 있는데 직접 표시해드릴게요.,Then I actually have a map so I'll mark it for you here.
"감사합니다, 여기서 멀지는 않겠죠?","Thank you, and it won't be far from here, will it?"
10분 정도 걸어가야 할 것 같아요.,I think you will have to walk for about 10 minutes.
해리포터 영화에서 촬영한 집이 여기에 있다고 들었어요.,I heard that the house that filmed in the Harry Potter movies is here.
촬영지를 구경하러 사람들이 많이 와요.,A lot of people come to see the filming location.
저도 가려고 하는데 정확한 위치가 어떻게 되나요?,"I want to go, too, but what's the exact location?"
말로 설명하려니 복잡한데 지도로 보여드릴게요.,"It's complicated to explain in words, I'll show you on a map."
셜록에 관한 책과 영화를 너무 인상 깊게 봐서 여기에 오면 꼭 자택에 가보고 싶었어요.,I was so impressed with the books and movies about Sherlock that I really wanted to visit his home when I came here.
그 자택에 가면 셜록이 쓰던 물건들이 그대로 남아있어요.,"When you go to that house, Sherlock's old stuff is still there."
너무 제 취향인데 어느 길로 가야 하는지 아세요?,"That's too much of my taste, so do you know which way to go?"
제가 방금 갔다가 왔는데 앞으로 쭉 가면 사람들이 모여있는 장소가 있어요.,"I just got back from there so, if you go straight ahead, there's a place where people are gathered."
세계 최고로 큰 동물원이 여기에 있다고 들었어요.,I heard that the largest zoo in the world is here.
잘 볼 수 없었던 동물까지 볼 수 있어서 구경하러 많이 와요.,You can see animals that we couldn't see well so people come to see them a lot.
휴대전화 지도에서는 이 위치라고 하던데 가보니깐 없어서 다시 돌아왔어요.,It is in this position from the cell phone map but I just back from there because it wasn't there.
그곳에서 1km 더 가야 하는 데 지도에서 위치를 잘못 알려줬네요.,"The map showed wrong location, you had to go 1km further from that direction"
#디즈니랜드#를 찾고 있는데 계속 제자리를 맴돌고 있어요.,I'm looking for #Disneyland# but I'm just still hanging around near here.
오른쪽으로 가야 하는데 왼쪽으로 돌아가서 그런가 봐요.,You should go to the right but I think it's because you turned left.
오른쪽으로 간 뒤에 어떻게 가야 하는 지 알고 있나요?,Do you know how to get there after going to the right?
오른쪽으로 가면 크게 #디즈니랜드#로 안내하는 표지판이 보일 거예요.,"If you go to the right, you'll see a sign that leads you to #Disneyland#."
딸기 농장에서 체험하기로 되어있는데 지도로는 찾기가 어렵네요.,I'm supposed to experience the strawberry farm but it's hard to find on the map.
검색하면 바로 나올 텐데 없으면 보건소 옆에 있습니다.,"If you search it, it'll appear right away but it's next to the health center."
그러면 보건소 위치로 찾아서 가면 되겠네요.,Then I can just find and go to the health center.
"네, 혹시 그래도 못 찾겠으면 다시 전화해 주세요.","Yes, if you can't find it, please call me back."
가족들끼리 아쿠아리움 구경을 하려고 하는데 따로 안내원을 신청할 수 있을까요?,My family wants to see the aquarium and is it possible to request for a guide?
전화해서 물어봐야 할 것 같은데 기다려줄 수 있나요?,I think I should call and ask so could you please wait?
급한 건 아닌데 혹시 오늘 안되면 내일 가능한지 묻고 싶어서요.,"I'm not in a hurry but if it doesn't work today, I'd like to ask if it's possible tomorrow."
제가 담당자가 아니라서 조금만 기다려주세요.,I'm not in charge so please wait for me.
단체로 서커스 공연을 보려고 하는데 예약해주세요.,"I'd like to see a circus show as a group, please make a reservation."
언제로 예약해드리면 될까요?,When can I make a reservation for you?
다음 주 토요일 저녁에 20명 예약해주세요.,I'd like to make a reservation for 20 people next Saturday evening.
"결제는 당일 해주시면 되고, 18개월 미만은 관람할 수 없습니다.","Payments can be made on that day, and the show is not allowed to see for less than 18 months."
상어에게 먹이를 주는 체험을 할 수 있다고 들었어요.,I heard that we can experience feeding sharks.
인기가 많아서 적어도 일주일 전에 예약해야 합니다.,It's so popular that you have to make a reservation at least a week in advance.
저는 다음 주 금요일에 하려고 하는데 예약이 어려운가요?,I'd like to book for next Friday but is it difficult to make a reservation?
그날은 오후 5시만 남아있는데 하시겠어요?,There's only 5pm available that day so would you like to book?
라이언킹 뮤지컬을 예약하고 싶은데 인터넷으로 결제가 안 돼서 연락 드렸습니다.,I'd like to book the Lion King musical but I'm calling because the payment doesn't work online.
많은 사람이 동시에 접속해서 그런 것 같은데 몇 명이 볼 건가요?,I think it's because a lot of people are connected at the same time but how many people are going to watch it?
"성인 3명, 아동 1명 있습니다.",We have 3 adults and one child.
제가 예약 도와드릴 텐데 좌석은 어디로 생각하고 있는지 말씀해주세요.,I'll help you with your reservation so please tell me where you're thinking about your seat.
#청와대# 관람을 예약하려고 합니다.,I'd like to book a visit to #Cheong Wa Dae#.
예약하실 날짜는 지금부터 3개월 뒤부터 가능합니다.,You can make a reservation 3 months from now.
그전에는 예약이 다 되어있나 보네요.,I guess all reservations are made before then.
"네, 특히 여름이나 겨울에 많이 관람하러 와서 그 시기에는 예약이 특히 어렵네요.","Yes, especially during the summer or winter so it's especially difficult to make reservations at that time."
스쿠버다이빙을 하려면 예약이 필요하다고 들었습니다.,I heard that I need a reservation to scuba dive.
언제 오려고 생각하고 있나요?,When are you thinking of coming?
성인 2명이고 22일이나 23일 생각하고 있어요.,"There are 2 adults, and I'm thinking about the 22nd or the 23rd."
둘 다 예약이 비어있어서 괜찮네요.,It's okay because both of them are booked empty.
보트에서 일몰을 관광할 수 있는 패키지가 있다고 들었어요.,I heard there's a package for sunsets on the boat.
보트에 탑승하고 사원으로 이동하면서 사진도 찍어드리고 간단한 설명도 하고 있어요.,We will take you pictures and give a brief explanation while we go to the temple after boarding a boat.
모녀가 같이 이용하고 싶어요.,I want to do it with my mother.
일몰을 관광하기 때문에 운영 시간은 6시로 정해져 있는데 괜찮나요?,"Since we're touring for the sunset, our hours of operation are set at 6pm so would that be okay?"
코카콜라 공장을 가족끼리 관람하고자 합니다.,I'd like to see the Coca Cola factory with my family.
예약한 후에 오셔야 하는데 혹시 생각해둔 날짜가 있나요?,"It needs a reservation, so do you have any dates in mind?"
이번 주 토요일에 가려고 합니다.,I'm going to go this Saturday.
토요일 11시에 관람하는 건 어떠세요?,Is it okay with you to watch at 11pm on Saturday?
크루즈를 타고 다양한 체험이 가능한 프로그램이 있다고 들었어요.,I heard that there is a variety of programs that you can experience on a cruise.
"저희 크루즈를 이용하면 스노클링, 낚시가 가능하며 야생 돌고래도 관람할 수 있습니다.","If you take ours, you can snorkeling, fishing, and watching wild dolphins."
가이드도 따로 탑승하나요?,Does a guide get on the cruise as well? 
가이드의 인솔하에 진행이 되며 오전 또는 오후 중에 선택하셔야 합니다.,The program will be carried out under the guide and you must select in the morning or afternoon.
오페라하우스에서 이번에 세계적인 지휘자가 온다고 들어서 예약을 해야겠어요.,I heard that there will be a world-class conductor coming from the opera house so I'll have to make a reservation.
"그러시군요, 좌석마다 다르지만 보통 12만 원입니다.","Okay, it's different from seat to seat but it's usually 120,000won."
밤 10시에 연주가 있다고 들었는데 맞나요?,Is what I've heard correct that there's a performance at 10pm?
"맞습니다, 예약한 후에 미리 오셔서 예약내용을 보여주셔야 합니다.","That's right, you'll have to come in advance and show us your reservation."
#버킹엄 궁전# 내부를 관람하고 싶은데 예약을 해야 하나요?,"I'd like to see the inside of #Buckingham Palace#, so would I have to make a reservation?"
인터넷을 통해 예약해야 관람할 수 있습니다.,You must make a reservation over the Internet to watch it.
저도 확인을 했는데 혹시 예약 시간보다 10분 늦어도 입장이 가능한가요?,"Yes, I checked it too, and is it possible to enter 10 minutes later than the reservation time?"
안타깝지만 늦게 도착하면 입장이 불가합니다.,I'm afraid you can't enter if you arrive late.
#만리장성#을 구경하려고 하는데 가이드와 함께하고 싶어요.,I want to see the #Great Wall# and I want to be with a guide.
가이드를 미리 구해야 하므로 예약을 해야 합니다.,We need to get a guide in advance so you need to make a reservation.
다음 달 예정인데 한국어로 설명 가능한 분으로 예약할게요.,I'll reserve someone who can explain in Korean next month.
"알겠습니다, 일단 한국어가 가능한 분을 찾으면 다시 연락 드릴게요.","Okay, I'll contact you again once I find someone who can speak Korean."
코타키나발루 관광을 7일에 예약할 수 있을까요?,Can I make a reservation for a tour of Kota Kinabalu on the 7th?
"네, 종류가 다양한데 생각해 놓은 관광이 있나요?","Yes, there are many different kinds so do you have any specific tour in mind?"
반딧불 탐방을 하고 싶어요.,I'd like to take a fireflies tour.
예약하실 날짜와 인원수를 얘기해주세요.,Please tell me the date and number of people you want to reserve.
며칠 전에 스노클링을 예약했는데 혹시 예약 날짜를 변경할 수 있을까요?,I booked snorkeling a few days ago but is it possible to change the date of my reservation?
무슨 일 때문에 변경하려고 하나요?,What's the matter with you?
비행기가 날씨 때문에 출발 날짜가 지연되었어요.,The departure date of a plane has been delayed because of the weather.
언제로 바꿔드리면 될까요?,When can I change it for you?
워싱턴을 관광할 수 있는 버스가 있다고 들었어요.,I heard that there is a bus to tour Washington.
"네, 결제하면 해당 버스를 마음대로 타고 내릴 수 있어요.","Yes, if you pay, you can board and get off the bus whenever you want."
원하는 장소마다 갈 수 있나요?,Can I go wherever I want?
장소는 정해져 있지만 웬만한 장소는 다 돌아보기 때문에 괜찮을 거예요.,There's are fixed locations but I'm sure it'll be okay because it will go around all places.
방금 앉았던 자리에 가방을 놔뒀었는데 사라졌어!,I left my bag where I just sat but it's gone!
자리 밑에 흘린 거 아니야?,Didn't you spill it under your seat?
"아니, 지금 주변에 찾아봐도 없어.","No, I've looked around here but I can't find anything."
일단 여기서 찾아보고 없으면 분실 신고하러 가자.,"If you don't find it here, let's call it lost."
저기 저 사람 좀 잡아주세요!,Please get him over there!
무슨 일이야? 지금 저 사람 잡으러 뛰어가야 해?,What's going on? Do I have to run for him now?
내 손에 들고 있던 휴대전화를 힘으로 뺏어갔어.,He took the cell phone I had in my hand.
뭐? 저 사람 잡으러 뛰어갔다가 무슨 일이 생길지 모르니깐 잡으러 가지 말자.,What? Let's not go for him because we don't know what's going to happen.
혹시 내 화장품이 들어있던 작은 가방 못 봤어?,Did you happen to see the small bag with my cosmetics in it?
조금 전까지 화장실에서 들고 있지 않았어?,Didn't you hold it in the bathroom a while ago?
